pilot,esco_occ_code,isco_code,occupation_title,skill_uri,skill_label,relation_type,skill_type
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/993b1e23-f2de-4bd8-b33f-f86dde1c8e9d,CoffeeScript,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/9973a5a2-7822-4161-99e9-95c781eb63f8,Objective-C,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/9b9de2a4-d8af-4a7b-933a-a8334ae60067,JavaScript Framework,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/a4d336a6-9ffd-402a-91cc-f359716ba4e0,ML (computer programming),optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/a57a54b6-2f2e-43e4-9621-b52f4a63cb08,LDAP,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/a8d07b5a-c1a1-42c6-9d53-db9c7a2ca996,PostgreSQL,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/b4dc6e4f-dc7d-445f-8ce2-d7b9d225e282,AJAX,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f,C++,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/b8eb2517-37d8-43e6-9856-9c29d5c51fde,Filemaker (database management systems),optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/bb99af26-71ff-4dca-bde7-1eb1f6194426,SAP R3,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/be80acfc-b6f2-4411-9b8d-b19d9cd2556a,Swift (computer programming),optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/c062bab3-3ea0-4291-9220-a2d8fef4bead,SQL Server,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/c3a03c5a-c260-4c26-9b9a-873abb396f4d,MATLAB,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/c5ed451b-ef39-47a3-aee7-8f5be0aa8431,CA Datacom/DB,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/c7d24594-0c11-4b27-9039-fe0bb903da8e,LINQ,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523,ICT infrastructure,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/d56fc2b5-4b0a-4e7e-9bde-a33736f6ff18,Scratch (computer programming),optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/d9eaf831-9348-4330-a83e-b7c099cdc8f6,Teradata Database,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/dcdd5ddf-82a6-4ac3-8edc-d4b23cae9a88,VBScript,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/de9f85ba-e77f-48fd-8c66-f5ebaf32d655,Oracle Relational Database,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/def007fa-5fed-4a5f-91a2-b0d7e3db1be1,COBOL,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/e043aeeb-78f5-4049-afbf-12bba52225bc,hardware architectures,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/e5a6e1e0-1b07-4432-83ba-77d593b2cb47,SAS Data Management,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/e819cc1e-09d9-47f2-b418-93972852daef,MarkLogic,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/e8b89eb6-51e8-4c3a-babb-88b2e110376b,Pascal (computer programming),optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/eb0e5615-1575-4a86-a1a2-7d39595033c5,ABAP,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/f597f772-24d3-4cec-813c-cf5a7027c794,N1QL,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/f88002a8-6355-4d33-9496-285c166ff375,ICT power consumption,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/f8e3425c-fe44-4ffb-bafe-0e20d91dadf4,SAP Data Services,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/ffddfc7c-a9dd-449f-9e96-882dc447c8b6,Scala,optional,knowledge
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041,create solutions to problems,optional,skill/competence
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be,use spreadsheets software,optional,skill/competence
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/2b7a79e5-84d8-4880-be66-3d9bb05bea17,use software design patterns,optional,skill/competence
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/31c69100-b612-4a61-8db5-fd314318854c,execute analytical mathematical calculations,optional,skill/competence
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/41bf7ede-fc84-4a57-8c89-b548d11b0ba1,manage business knowledge,optional,skill/competence
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278,perform data mining,optional,skill/competence
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/611ed16b-99bf-4840-9cab-f55d1d286e0a,store digital data and systems,optional,skill/competence
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/75f839c2-fd9a-4ad3-8921-6e734608568d,use query languages,optional,skill/competence
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/7e1f9657-ab4e-407c-842f-b846197060e3,execute ICT audits,optional,skill/competence
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/82de2df7-0d6c-42b1-94ac-b3e9a029e917,use back-up and recovery tools,optional,skill/competence
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/913e7e83-b8f8-4574-b1ca-1b38f3fd974a,execute software tests,optional,skill/competence
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/b769f524-0f25-44d7-8538-5c46710a040e,manage digital documents,optional,skill/competence
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92,address problems critically,optional,skill/competence
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/d3286405-49f8-4e8a-8046-a4376b4e7963,manage cloud data and storage,optional,skill/competence
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/ea412de3-9d7a-4943-8d8c-c6d3c7495d0e,execute integration testing,optional,skill/competence
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/ed8de897-adbe-4f0e-b4d2-534953e64c72,integrate system components,optional,skill/competence
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/ee3b1553-2dc5-434b-8dcf-4ae3a40b3a48,verify formal ICT specifications,optional,skill/competence
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/fdf15b35-9028-4acb-bfd2-43f00a015cd9,use personal organization software,optional,skill/competence
K,2521.3,2521,database developer,http://data.europa.eu/esco/skill/fe1c2b32-7fe9-4668-affa-07ff658a68cf,identify ICT security risks,optional,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/03ff0d53-573a-47a0-a0ad-1995815a4339,information structure,essential,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/071233c4-ad2b-4f50-b79f-768d2231163e,domain name service,essential,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/6014921e-1d25-4039-adc2-04852d61880e,ICT debugging tools,essential,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/99207709-d076-4cce-ba38-e90d3bb28806,resource description framework query language,essential,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/9cf681c7-89ec-470c-b651-7fe03786f586,query languages,essential,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051,"data extraction, transformation and loading tools",essential,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f,database management systems,essential,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/0a30e5a8-60a8-4fda-9f89-8e9cee38da5a,use interface description language,essential,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/46ec0033-3c71-415e-bcff-b065675ba2dc,integrate ICT data,essential,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8,perform data cleansing,essential,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/84f58e3d-8669-4d83-8c1d-5dd1e73a654f,create database diagrams,essential,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/861313ba-3a1a-4d33-842a-1b8e45e2415b,manage ICT legacy implication,essential,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/9ba8fd27-275d-4bad-8c48-f668aa99a578,balance database resources,essential,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/9ff9db9d-d14b-426e-83f3-e7449af6c79f,manage data,essential,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/ea412de3-9d7a-4943-8d8c-c6d3c7495d0e,execute integration testing,essential,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/ee3b1553-2dc5-434b-8dcf-4ae3a40b3a48,verify formal ICT specifications,essential,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/fd6d2981-3d4a-4ce2-9741-cfc98c5b74bd,implement data warehousing techniques,essential,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/09f2f811-a3fb-4de3-a70f-6420a6935575,systems development life-cycle,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/0f00f63f-3ab4-4057-b92f-500584b51757,Informatica PowerCenter,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c,business intelligence,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/14fdac88-6d4a-4e47-9df5-02c6d1e86fdd,IBM InfoSphere DataStage,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/1b7c716e-af95-4cda-a42f-6479c8b139f5,MDX,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/23900e3d-06fa-424c-a5dc-c0ea42edde1e,Oracle Warehouse Builder,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/397da142-ab35-48fe-b154-7c38f447adfb,digital systems,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/3af687cb-8c7a-46ea-a730-32dbaed040c6,Oracle Data Integrator,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/3cee858e-79e8-4a4b-b99f-93c7f735d58b,DB2,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/3d03c40c-1b83-4793-8902-2523f40af59e,Microsoft Access,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/3f4dab51-572b-4e2c-85ef-3b4c3f7094e1,XQuery,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/42c3287f-5e50-4559-a2d1-2000c70e0aab,Pentaho Data Integration,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576,database,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/43ec6db6-33f7-449b-a566-5779a7e8997a,OpenEdge Database,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/46e93774-7c6a-4dc5-bae9-be97cc461093,inter-organisational middleware system,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639,data engineering,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/4959697d-3a24-4f46-af0c-b752318e6c54,ObjectStore,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/4da171e5-779c-4983-a76f-91c16751e99f,MySQL,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/4e6d2538-a48e-48a7-8dad-14b067cfcb8b,TripleStore,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/5da8018b-ae85-4cde-ad93-0394369018f3,SPARQL,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/6f7512ab-d46d-402a-8c30-a8878d7c1f88,SQL Server Integration Services,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/81b082fb-9a00-4660-976a-10c985979100,IBM InfoSphere Information Server,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/84251cb1-babf-4d17-a3cd-baa642c24c8d,IBM Informix,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/97bdd757-29d4-4126-92a6-07608825aa3b,QlikView Expressor,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/a57a54b6-2f2e-43e4-9621-b52f4a63cb08,LDAP,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/a8d07b5a-c1a1-42c6-9d53-db9c7a2ca996,PostgreSQL,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/b8eb2517-37d8-43e6-9856-9c29d5c51fde,Filemaker (database management systems),optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/c062bab3-3ea0-4291-9220-a2d8fef4bead,SQL Server,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/c5ed451b-ef39-47a3-aee7-8f5be0aa8431,CA Datacom/DB,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/c7d24594-0c11-4b27-9039-fe0bb903da8e,LINQ,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/cdd8b6b2-2fd9-453c-8d62-8a1dc6efcd49,systems theory,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/d9eaf831-9348-4330-a83e-b7c099cdc8f6,Teradata Database,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/de9f85ba-e77f-48fd-8c66-f5ebaf32d655,Oracle Relational Database,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/e5a6e1e0-1b07-4432-83ba-77d593b2cb47,SAS Data Management,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/e819cc1e-09d9-47f2-b418-93972852daef,MarkLogic,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/f597f772-24d3-4cec-813c-cf5a7027c794,N1QL,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/f8e3425c-fe44-4ffb-bafe-0e20d91dadf4,SAP Data Services,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/fae27053-8924-4bfd-b565-c9fe502044c9,system design,optional,knowledge
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041,create solutions to problems,optional,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278,perform data mining,optional,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/54c9c155-9293-4329-8ed2-2e76e8b519d4,define data quality criteria,optional,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/5ef0c719-5bcb-49f8-b8eb-824388225333,use scripting programming,optional,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/64db87c7-2360-4e20-88d3-d222402e477c,write database documentation,optional,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/7e1f9657-ab4e-407c-842f-b846197060e3,execute ICT audits,optional,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/a4a882a1-0263-4dd2-b29a-f0028cac2393,define integration strategy,optional,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/b0096dc5-2e2d-4bc1-8172-05bf486c3968,design application interfaces,optional,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/cbe2c304-1e7d-489a-97d9-a7d3e37a9db6,apply ICT systems theory,optional,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,perform project management,optional,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/d3286405-49f8-4e8a-8046-a4376b4e7963,manage cloud data and storage,optional,skill/competence
K,2521.4,2521,database integrator,http://data.europa.eu/esco/skill/fda917eb-0d6a-4371-8c93-2a10bf950966,manage ICT semantic integration,optional,skill/competence
K,2521.5,2521,data warehouse designer,http://data.europa.eu/esco/skill/03ff0d53-573a-47a0-a0ad-1995815a4339,information structure,essential,knowledge
K,2521.5,2521,data warehouse designer,http://data.europa.eu/esco/skill/3ec2e4d6-7000-4905-bf1a-c5b1679416de,data warehouse,essential,knowledge
K,2521.5,2521,data warehouse designer,http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576,database,essential,knowledge
